Player,AB,H,2B,3B,HR,BB,,TB,Runs,Season
Kyle Lewis,56,8,0,0,3,5,,17,4.0,2022
Derek Hill,83,19,2,0,1,5,,24,7.0,2022
Luis Torrens,151,34,2,0,3,12,,45,13.0,2022
Dylan Moore,205,46,11,2,6,34,,79,26.0,2022
Mitch Haniger,224,55,8,0,11,20,,96,30.0,2022
Abraham Toro,324,60,13,1,10,22,,105,25.0,2022
Eugenio Suárez,543,128,24,2,31,73,,249,81.0,2022
J.P. Crawford,518,126,24,3,6,68,,174,58.0,2022
J.D. Davis,318,79,16,1,12,39,,133,44.0,2022
Heliot Ramos,20,2,0,0,0,2,,2,0.0,2022
Bryce Johnson,18,2,0,0,0,1,,2,0.0,2022
Brandon Crawford,407,94,15,2,9,39,,140,42.0,2022
Wilmer Flores,525,120,28,1,19,59,,207,63.0,2022
Donovan Walton,76,12,8,0,1,1,,23,4.0,2022
Taylor Jones,1,0,0,0,0,0,,0,0.0,2022
LaMonte Wade Jr.,217,45,7,1,8,26,,78,23.0,2022
Evan Longoria,266,65,13,0,14,27,,120,38.0,2022
Tommy La Stella,180,43,14,0,2,11,,63,18.0,2022
Joc Pederson,380,104,19,3,23,42,,198,69.0,2022
Austin Dean,8,3,0,0,0,1,,3,1.0,2022
Ford Proctor,18,2,0,0,1,2,,5,1.0,2022
Jason Vosler,98,26,6,1,4,10,,46,15.0,2022
David Villar,156,36,6,1,9,18,,71,22.0,2022
Austin Wynns,162,42,7,0,3,10,,58,18.0,2022
Joey Bart,261,56,6,0,11,26,,95,27.0,2022
Brandon Belt,254,54,9,1,8,37,,89,28.0,2022
Austin Slater,277,73,15,2,7,40,,113,40.0,2022
Luis González,311,78,17,2,4,30,,111,35.0,2022
Mike Yastrzemski,485,104,31,2,17,61,,190,57.0,2022
Thairo Estrada,488,127,22,2,14,33,,195,60.0,2022
Nolan Arenado,557,163,42,1,30,52,,297,105.0,2022
Iván Herrera,18,2,0,0,0,2,,2,0.0,2022
Paul Goldschmidt,561,178,41,0,35,79,,324,130.0,2022
Tyler O'Neill,334,76,11,1,14,38,,131,40.0,2022
Brendan Donovan,391,110,21,1,5,60,,148,56.0,2022
Andrew Knizner,260,56,10,0,4,26,,78,22.0,2022
Albert Pujols,307,83,14,0,24,28,,169,56.0,2022
Dylan Carlson,432,102,30,4,8,45,,164,51.0,2022
Kramer Robertson,1,0,0,0,0,0,,0,0.0,2022
Corey Dickerson,281,75,17,1,6,12,,112,33.0,2022
Alec Burleson,48,9,1,0,1,5,,13,3.0,2022
Ben DeLuzio,20,3,1,0,0,3,,4,1.0,2022
Paul DeJong,210,33,9,0,6,21,,60,14.0,2022
Nolan Gorman,283,64,13,0,14,28,,119,35.0,2022
Juan Yepez,253,64,13,0,12,16,,113,34.0,2022
Yadier Molina,262,56,8,0,5,5,,79,18.0,2022
Lars Nootbaar,290,66,16,3,14,51,,130,45.0,2022
Tommy Edman,577,153,31,4,13,46,,231,74.0,2022
Jonathan Aranda,78,15,4,0,2,8,,25,7.0,2022
Luke Raley,61,12,2,0,1,7,,17,5.0,2022
Mike Zunino,115,17,3,0,5,6,,35,7.0,2022
Yandy Díaz,473,140,33,0,9,78,,200,79.0,2022
Vidal Bruján,147,24,5,0,3,12,,38,9.0,2022
Kevin Kiermaier,206,47,8,0,7,14,,76,21.0,2022
Randy Arozarena,586,154,41,3,20,46,,261,83.0,2022
Miles Mastrobuoni,16,3,0,0,0,1,,3,1.0,2022
Roman Quinn,79,17,3,2,0,7,,24,7.0,2022
René Pinto,80,17,3,0,2,2,,26,6.0,2022
Bligh Madris,113,20,7,0,1,10,,30,7.0,2022
Josh Lowe,181,40,12,2,2,15,,62,17.0,2022
Brandon Lowe,235,52,10,2,8,27,,90,27.0,2022
Jose Siri,301,64,13,2,7,20,,102,27.0,2022
Francisco Mejía,289,70,22,0,6,7,,110,29.0,2022
Ji Man Choi,356,83,22,0,11,58,,138,47.0,2022
Christian Bethancourt,318,80,17,0,11,12,,130,36.0,2022
Isaac Paredes,331,68,16,0,20,44,,144,43.0,2022
Manuel Margot,336,92,18,2,4,24,,126,41.0,2022
Wander Franco,314,87,20,3,6,26,,131,44.0,2022
Taylor Walls,407,70,18,2,8,52,,116,31.0,2022
David Peralta,439,110,30,3,12,41,,182,57.0,2022
Harold Ramírez,403,121,24,0,6,19,,163,54.0,2022
Corey Seager,593,145,24,1,33,58,,270,84.0,2022
Mark Mathias,81,20,3,0,6,9,,41,13.0,2022
Leody Taveras,314,82,14,2,5,21,,115,35.0,2022
Nathaniel Lowe,593,179,26,3,27,48,,292,103.0,2022
Jonah Heim,406,92,20,1,16,41,,162,48.0,2022
Marcus Semien,657,163,31,5,26,53,,282,86.0,2022
Josh Smith,213,42,5,0,2,28,,53,15.0,2022
Kole Calhoun,388,76,14,1,12,27,,128,32.0,2022
Brad Miller,222,47,3,0,7,18,,71,19.0,2022
Bubba Thompson,170,45,5,0,1,7,,53,16.0,2022
Josh Jung,98,20,4,1,5,4,,41,10.0,2022
Andy Ibáñez,119,26,4,0,1,9,,33,9.0,2022
Kevin Plawecki,168,37,8,0,1,14,,48,13.0,2022
Sam Huff,121,29,4,0,4,11,,45,14.0,2022
Meibrys Viloria,63,10,1,0,2,11,,17,5.0,2022
Nick Solak,82,17,1,0,3,7,,27,7.0,2022
Eli White,105,21,2,0,3,11,,32,9.0,2022
Charlie Culberson,115,29,6,0,2,5,,41,12.0,2022
Mitch Garver,188,39,7,0,10,23,,76,22.0,2022
Ezequiel Duran,208,49,10,1,5,12,,76,21.0,2022
Adolis García,605,151,34,5,27,40,,276,82.0,2022
Santiago Espinal,449,120,25,0,7,36,,166,53.0,2022
Cavan Biggio,257,52,18,1,6,38,,90,27.0,2022
Gabriel Moreno,69,22,1,0,1,4,,26,9.0,2022
Matt Chapman,538,123,27,1,27,68,,233,73.0,2022
Otto Lopez,9,6,0,0,0,1,,6,4.0,2022
Lourdes Gurriel Jr.,453,132,32,1,5,31,,181,61.0,2022
Jackie Bradley Jr.,344,70,23,1,4,24,,107,27.0,2022
Vinny Capra,5,1,0,0,0,2,,1,0.0,2022
Raimel Tapia,411,109,20,3,7,16,,156,46.0,2022
Alejandro Kirk,470,134,19,0,14,63,,195,72.0,2022
Vladimir Guerrero Jr.,638,175,35,0,32,58,,306,102.0,2022
Whit Merrifield,504,126,28,1,11,38,,189,57.0,2022
Bradley Zimmer,105,13,5,0,2,5,,24,4.0,2022
Danny Jansen,215,56,10,0,15,25,,111,37.0,2022
Teoscar Hernández,499,133,35,1,25,34,,245,77.0,2022
George Springer,513,137,22,4,25,54,,242,82.0,2022
Bo Bichette,652,189,43,1,24,41,,306,102.0,2022
Mark Contreras,58,7,1,0,3,1,,17,2.0,2022
Miguel Sanó,60,5,0,0,1,9,,8,2.0,2022
Gio Urshela,501,143,27,3,13,41,,215,73.0,2022
Max Kepler,388,88,18,1,9,49,,135,42.0,2022
Royce Lewis,40,12,4,0,2,1,,22,7.0,2022
Kyle Garlick,150,35,3,0,9,8,,65,18.0,2022
Byron Buxton,340,76,13,3,28,34,,179,53.0,2022
Carlos Correa,522,152,24,1,22,61,,244,89.0,2022
Trevor Larnach,160,37,13,0,5,18,,65,20.0,2022
Gilberto Celestino,311,74,12,1,2,32,,94,29.0,2022
Alex Kirilloff,144,36,7,0,3,5,,52,14.0,2022
Sandy León,71,12,3,0,0,13,,15,4.0,2022
Luis Arraez,547,173,31,1,8,50,,230,86.0,2022
Caleb Hamilton,18,1,0,0,1,4,,4,1.0,2022
Billy Hamilton,20,1,0,0,0,2,,1,0.0,2022
Matt Wallner,57,13,3,0,2,6,,22,7.0,2022
Jermaine Palacios,70,10,0,0,2,4,,16,3.0,2022
Jake Cave,164,35,7,3,5,11,,63,17.0,2022
Ryan Jeffers,212,44,10,1,7,23,,77,22.0,2022
Jorge Polanco,375,88,16,0,16,64,,152,53.0,2022
Gary Sánchez,419,86,24,0,16,40,,158,43.0,2022
Nick Gordon,405,110,28,4,9,19,,173,53.0,2022
Jose Miranda,444,119,25,0,15,28,,189,59.0,2022
Yairo Muñoz,57,12,2,0,3,3,,23,6.0,2022
Donny Sands,3,0,0,0,0,1,,0,0.0,2022
Darick Hall,136,34,8,1,9,5,,71,20.0,2022
Brandon Marsh,424,104,18,4,11,28,,163,48.0,2022
Nick Castellanos,524,138,27,0,13,29,,204,62.0,2022
Bryce Harper,370,106,28,1,18,46,,190,69.0,2022
Bryson Stott,427,100,19,2,10,36,,153,45.0,2022
Nick Maton,72,18,2,1,5,10,,37,13.0,2022
Alec Bohm,586,164,24,3,13,31,,233,74.0,2022
Símon Muzziotti,7,1,0,0,0,0,,1,0.0,2022
Rhys Hoskins,589,145,33,2,30,72,,272,89.0,2022
Dalton Guthrie,21,7,0,0,1,6,,10,5.0,2022
Garrett Stubbs,106,28,4,1,5,14,,49,17.0,2022
